ID;Timestamp;Framecount;SessionID;Email;Frame Time;Model order;Trail ID;Model Name;User X;User Y;User Z;AObject X;AObject Y;AObject Z;Left Hand Thumb;Left Hand Index;Left Hand Long;Left Hand Ring;Left Hand Picky;Right Hand Thumb;Right Hand Index;Right Hand Long;Right Hand Ring;Right Hand Picky;Gesture Shift;Left Hand;Right Hand;Selected Object;Record Animation;Play Animation;Between tasks
2;2022-12-02 11:20:58.6148;14;1fa330bbf233ebb78e12d89982981148;anonymous;0.0146;bca;0;mannequinbold;0.0000;0.0000;0.0000;0.0000;0.5000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;0
2;2022-12-02 11:20:58.6337;15;1fa330bbf233ebb78e12d89982981148;anonymous;0.0202;bca;0;mannequinbold;0.0000;0.0000;0.0000;0.0000;0.5000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;0
2;2022-12-02 11:20:58.6495;16;1fa330bbf233ebb78e12d89982981148;anonymous;0.0156;bca;0;mannequinbold;0.0000;0.0000;0.0000;0.0000;0.5000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;0
2;2022-12-02 11:20:58.6658;17;1fa330bbf233ebb78e12d89982981148;anonymous;0.0163;bca;0;mannequinbold;0.0000;0.0000;0.0000;0.0000;0.5000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;0
2;2022-12-02 11:20:58.6844;18;1fa330bbf233ebb78e12d89982981148;anonymous;0.0178;bca;0;mannequinbold;0.0000;0.0000;0.0000;0.0000;0.5000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;0
2;2022-12-02 11:20:58.7012;19;1fa330bbf233ebb78e12d89982981148;anonymous;0.0180;bca;0;mannequinbold;0.0000;0.0000;0.0000;0.0000;0.5000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;0
2;2022-12-02 11:20:58.7202;20;1fa330bbf233ebb78e12d89982981148;anonymous;0.0184;bca;0;mannequinbold;0.0000;0.0000;0.0000;0.0000;0.5000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;0
2;2022-12-02 11:20:58.7364;21;1fa330bbf233ebb78e12d89982981148;anonymous;0.0157;bca;0;mannequinbold;0.0000;0.0000;0.0000;0.0000;0.5000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;0
2;2022-12-02 11:20:58.7653;22;1fa330bbf233ebb78e12d89982981148;anonymous;0.0306;bca;0;mannequinbold;0.0000;0.0000;0.0000;0.0000;0.5000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;0
2;2022-12-02 11:20:58.7810;23;1fa330bbf233ebb78e12d89982981148;anonymous;0.0133;bca;0;mannequinbold;0.0000;0.0000;0.0000;0.0000;0.5000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;0
2;2022-12-02 11:20:58.7968;24;1fa330bbf233ebb78e12d89982981148;anonymous;0.0158;bca;0;mannequinbold;0.0000;0.0000;0.0000;0.0000;0.5000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;0
2;2022-12-02 11:20:58.8130;25;1fa330bbf233ebb78e12d89982981148;anonymous;0.0159;bca;0;mannequinbold;0.0000;0.0000;0.0000;0.0000;0.5000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;0
2;2022-12-02 11:20:58.8298;26;1fa330bbf233ebb78e12d89982981148;anonymous;0.0178;bca;0;mannequinbold;0.0000;0.0000;0.0000;0.0000;0.5000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;0
2;2022-12-02 11:20:58.8444;27;1fa330bbf233ebb78e12d89982981148;anonymous;0.0149;bca;0;mannequinbold;0.0000;0.0000;0.0000;0.0000;0.5000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;0
2;2022-12-02 11:20:58.8619;28;1fa330bbf233ebb78e12d89982981148;anonymous;0.0173;bca;0;mannequinbold;0.0000;0.0000;0.0000;0.0000;0.5000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;0
2;2022-12-02 11:20:58.8756;29;1fa330bbf233ebb78e12d89982981148;anonymous;0.0139;bca;0;mannequinbold;0.0000;0.0000;0.0000;0.0000;0.5000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;0
2;2022-12-02 11:20:58.8990;30;1fa330bbf233ebb78e12d89982981148;anonymous;0.0208;bca;0;mannequinbold;0.0000;0.0000;0.0000;0.0000;0.5000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;0
2;2022-12-02 11:20:58.9148;31;1fa330bbf233ebb78e12d89982981148;anonymous;0.0179;bca;0;mannequinbold;0.0000;0.0000;0.0000;0.0000;0.5000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;0
2;2022-12-02 11:20:58.9311;32;1fa330bbf233ebb78e12d89982981148;anonymous;0.0179;bca;0;mannequinbold;0.0000;0.0000;0.0000;0.0000;0.5000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;0
2;2022-12-02 11:20:58.9516;33;1fa330bbf233ebb78e12d89982981148;anonymous;0.0189;bca;0;mannequinbold;0.0000;0.0000;0.0000;0.0000;0.5000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;0
2;2022-12-02 11:20:58.9728;34;1fa330bbf233ebb78e12d89982981148;anonymous;0.0232;bca;0;mannequinbold;0.0000;0.0000;0.0000;0.0000;0.5000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;0
2;2022-12-02 11:20:58.9908;35;1fa330bbf233ebb78e12d89982981148;anonymous;0.0164;bca;0;mannequinbold;0.0000;0.0000;0.0000;0.0000;0.5000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;0
2;2022-12-02 11:20:59.0055;36;1fa330bbf233ebb78e12d89982981148;anonymous;0.0154;bca;0;mannequinbold;0.0000;0.0000;0.0000;0.0000;0.5000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;0
2;2022-12-02 11:20:59.0265;37;1fa330bbf233ebb78e12d89982981148;anonymous;0.0183;bca;0;mannequinbold;0.0000;0.0000;0.0000;0.0000;0.5000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;0
2;2022-12-02 11:20:59.0449;38;1fa330bbf233ebb78e12d89982981148;anonymous;0.0191;bca;0;mannequinbold;0.0000;0.0000;0.0000;0.0000;0.5000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;0
2;2022-12-02 11:20:59.0650;39;1fa330bbf233ebb78e12d89982981148;anonymous;0.0210;bca;0;mannequinbold;0.0000;0.0000;0.0000;0.0000;0.5000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;0
2;2022-12-02 11:20:59.0878;40;1fa330bbf233ebb78e12d89982981148;anonymous;0.0231;bca;0;mannequinbold;0.0000;0.0000;0.0000;0.0000;0.5000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;0
2;2022-12-02 11:20:59.1147;41;1fa330bbf233ebb78e12d89982981148;anonymous;0.0262;bca;0;mannequinbold;0.0000;0.0000;0.0000;0.0000;0.5000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;0
2;2022-12-02 11:20:59.1321;42;1fa330bbf233ebb78e12d89982981148;anonymous;0.0185;bca;0;mannequinbold;0.0000;0.0000;0.0000;0.0000;0.5000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;0
2;2022-12-02 11:20:59.1513;43;1fa330bbf233ebb78e12d89982981148;anonymous;0.0161;bca;0;mannequinbold;0.0000;0.0000;0.0000;0.0000;0.5000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;0
2;2022-12-02 11:20:59.1734;44;1fa330bbf233ebb78e12d89982981148;anonymous;0.0248;bca;0;mannequinbold;0.0000;0.0000;0.0000;0.0000;0.5000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;0
2;2022-12-02 11:20:59.2062;45;1fa330bbf233ebb78e12d89982981148;anonymous;0.0333;bca;0;mannequinbold;0.0000;0.0000;0.0000;0.0000;0.5000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;0
2;2022-12-02 11:20:59.2272;46;1fa330bbf233ebb78e12d89982981148;anonymous;0.0206;bca;0;mannequinbold;0.0000;0.0000;0.0000;0.0000;0.5000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;0
2;2022-12-02 11:20:59.2419;47;1fa330bbf233ebb78e12d89982981148;anonymous;0.0164;bca;1;mannequinDoggi;0.0000;0.0000;0.0000;0.0000;1.0000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;1
2;2022-12-02 11:20:59.2617;48;1fa330bbf233ebb78e12d89982981148;anonymous;0.0181;bca;1;mannequinDoggi;0.0000;0.0000;0.0000;0.0000;1.0000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;1
2;2022-12-02 11:20:59.2779;49;1fa330bbf233ebb78e12d89982981148;anonymous;0.0136;bca;1;mannequinDoggi;0.0000;0.0000;0.0000;0.0000;1.0000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;1
2;2022-12-02 11:20:59.2958;50;1fa330bbf233ebb78e12d89982981148;anonymous;0.0206;bca;1;mannequinDoggi;0.0000;0.0000;0.0000;0.0000;1.0000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;1
2;2022-12-02 11:20:59.3100;51;1fa330bbf233ebb78e12d89982981148;anonymous;0.0135;bca;1;mannequinDoggi;0.0000;0.0000;0.0000;0.0000;1.0000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;1
2;2022-12-02 11:20:59.3269;52;1fa330bbf233ebb78e12d89982981148;anonymous;0.0180;bca;1;mannequinDoggi;0.0000;0.0000;0.0000;0.0000;1.0000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;1
2;2022-12-02 11:20:59.3425;53;1fa330bbf233ebb78e12d89982981148;anonymous;0.0168;bca;1;mannequinDoggi;0.0000;0.0000;0.0000;0.0000;1.0000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;1
2;2022-12-02 11:20:59.3690;54;1fa330bbf233ebb78e12d89982981148;anonymous;0.0249;bca;1;mannequinDoggi;0.0000;0.0000;0.0000;0.0000;1.0000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;1
2;2022-12-02 11:20:59.3869;55;1fa330bbf233ebb78e12d89982981148;anonymous;0.0179;bca;1;mannequinDoggi;0.0000;0.0000;0.0000;0.0000;1.0000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;1
2;2022-12-02 11:20:59.4139;56;1fa330bbf233ebb78e12d89982981148;anonymous;0.0261;bca;1;mannequinDoggi;0.0000;0.0000;0.0000;0.0000;1.0000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;1
2;2022-12-02 11:20:59.4307;57;1fa330bbf233ebb78e12d89982981148;anonymous;0.0176;bca;1;mannequinDoggi;0.0000;0.0000;0.0000;0.0000;1.0000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;1
2;2022-12-02 11:20:59.4488;58;1fa330bbf233ebb78e12d89982981148;anonymous;0.0168;bca;1;mannequinDoggi;0.0000;0.0000;0.0000;0.0000;1.0000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;1
2;2022-12-02 11:20:59.4629;59;1fa330bbf233ebb78e12d89982981148;anonymous;0.0158;bca;1;mannequinDoggi;0.0000;0.0000;0.0000;0.0000;1.0000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;1
2;2022-12-02 11:20:59.4770;60;1fa330bbf233ebb78e12d89982981148;anonymous;0.0137;bca;1;mannequinDoggi;0.0000;0.0000;0.0000;0.0000;1.0000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;1
2;2022-12-02 11:20:59.4964;61;1fa330bbf233ebb78e12d89982981148;anonymous;0.0185;bca;1;mannequinDoggi;0.0000;0.0000;0.0000;0.0000;1.0000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;1
2;2022-12-02 11:20:59.5138;62;1fa330bbf233ebb78e12d89982981148;anonymous;0.0173;bca;1;mannequinDoggi;0.0000;0.0000;0.0000;0.0000;1.0000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;1
2;2022-12-02 11:20:59.5301;63;1fa330bbf233ebb78e12d89982981148;anonymous;0.0170;bca;1;mannequinDoggi;0.0000;0.0000;0.0000;0.0000;1.0000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;1
2;2022-12-02 11:20:59.5441;64;1fa330bbf233ebb78e12d89982981148;anonymous;0.0142;bca;1;mannequinDoggi;0.0000;0.0000;0.0000;0.0000;1.0000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;1
2;2022-12-02 11:20:59.5626;65;1fa330bbf233ebb78e12d89982981148;anonymous;0.0185;bca;1;mannequinDoggi;0.0000;0.0000;0.0000;0.0000;1.0000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;1
2;2022-12-02 11:20:59.5772;66;1fa330bbf233ebb78e12d89982981148;anonymous;0.0146;bca;1;mannequinDoggi;0.0000;0.0000;0.0000;0.0000;1.0000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;1
2;2022-12-02 11:20:59.5945;67;1fa330bbf233ebb78e12d89982981148;anonymous;0.0174;bca;1;mannequinDoggi;0.0000;0.0000;0.0000;0.0000;1.0000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;1
2;2022-12-02 11:20:59.6212;68;1fa330bbf233ebb78e12d89982981148;anonymous;0.0274;bca;1;mannequinDoggi;0.0000;0.0000;0.0000;0.0000;1.0000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;1
2;2022-12-02 11:20:59.6397;69;1fa330bbf233ebb78e12d89982981148;anonymous;0.0175;bca;1;mannequinDoggi;0.0000;0.0000;0.0000;0.0000;1.0000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;1
2;2022-12-02 11:20:59.6559;70;1fa330bbf233ebb78e12d89982981148;anonymous;0.0164;bca;1;mannequinDoggi;0.0000;0.0000;0.0000;0.0000;1.0000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;1
2;2022-12-02 11:20:59.6726;71;1fa330bbf233ebb78e12d89982981148;anonymous;0.0167;bca;1;mannequinDoggi;0.0000;0.0000;0.0000;0.0000;1.0000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;1
2;2022-12-02 11:20:59.6901;72;1fa330bbf233ebb78e12d89982981148;anonymous;0.0182;bca;1;mannequinDoggi;0.0000;0.0000;0.0000;0.0000;1.0000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;1
2;2022-12-02 11:20:59.7054;73;1fa330bbf233ebb78e12d89982981148;anonymous;0.0152;bca;1;mannequinDoggi;0.0000;0.0000;0.0000;0.0000;1.0000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;1
2;2022-12-02 11:20:59.7281;74;1fa330bbf233ebb78e12d89982981148;anonymous;0.0230;bca;1;mannequinDoggi;0.0000;0.0000;0.0000;0.0000;1.0000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;1
2;2022-12-02 11:20:59.7416;75;1fa330bbf233ebb78e12d89982981148;anonymous;0.0135;bca;1;mannequinDoggi;0.0000;0.0000;0.0000;0.0000;1.0000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;1
2;2022-12-02 11:20:59.7638;76;1fa330bbf233ebb78e12d89982981148;anonymous;0.0197;bca;1;mannequinDoggi;0.0000;0.0000;0.0000;0.0000;1.0000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;1
2;2022-12-02 11:20:59.7774;77;1fa330bbf233ebb78e12d89982981148;anonymous;0.0148;bca;1;mannequinDoggi;0.0000;0.0000;0.0000;0.0000;1.0000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;1
2;2022-12-02 11:20:59.7958;78;1fa330bbf233ebb78e12d89982981148;anonymous;0.0187;bca;1;mannequinDoggi;0.0000;0.0000;0.0000;0.0000;1.0000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;1
2;2022-12-02 11:20:59.8191;79;1fa330bbf233ebb78e12d89982981148;anonymous;0.0246;bca;1;mannequinDoggi;0.0000;0.0000;0.0000;0.0000;1.0000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;1
2;2022-12-02 11:20:59.8353;80;1fa330bbf233ebb78e12d89982981148;anonymous;0.0152;bca;1;mannequinDoggi;0.0000;0.0000;0.0000;0.0000;1.0000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;1
2;2022-12-02 11:20:59.8531;81;1fa330bbf233ebb78e12d89982981148;anonymous;0.0176;bca;1;mannequinDoggi;0.0000;0.0000;0.0000;0.0000;1.0000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;1
2;2022-12-02 11:20:59.8667;82;1fa330bbf233ebb78e12d89982981148;anonymous;0.0138;bca;1;mannequinDoggi;0.0000;0.0000;0.0000;0.0000;1.0000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;1
2;2022-12-02 11:20:59.8857;83;1fa330bbf233ebb78e12d89982981148;anonymous;0.0187;bca;1;mannequinDoggi;0.0000;0.0000;0.0000;0.0000;1.0000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;1
2;2022-12-02 11:20:59.9031;84;1fa330bbf233ebb78e12d89982981148;anonymous;0.0177;bca;1;mannequinDoggi;0.0000;0.0000;0.0000;0.0000;1.0000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;1
2;2022-12-02 11:20:59.9221;85;1fa330bbf233ebb78e12d89982981148;anonymous;0.0186;bca;1;mannequinDoggi;0.0000;0.0000;0.0000;0.0000;1.0000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;1
2;2022-12-02 11:20:59.9378;86;1fa330bbf233ebb78e12d89982981148;anonymous;0.0165;bca;1;mannequinDoggi;0.0000;0.0000;0.0000;0.0000;1.0000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;1
2;2022-12-02 11:20:59.9551;87;1fa330bbf233ebb78e12d89982981148;anonymous;0.0170;bca;1;mannequinDoggi;0.0000;0.0000;0.0000;0.0000;1.0000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;1
2;2022-12-02 11:20:59.9692;88;1fa330bbf233ebb78e12d89982981148;anonymous;0.0142;bca;1;mannequinDoggi;0.0000;0.0000;0.0000;0.0000;1.0000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;1
2;2022-12-02 11:20:59.9888;89;1fa330bbf233ebb78e12d89982981148;anonymous;0.0189;bca;1;mannequinDoggi;0.0000;0.0000;0.0000;0.0000;1.0000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;1
2;2022-12-02 11:21:00.0051;90;1fa330bbf233ebb78e12d89982981148;anonymous;0.0160;bca;1;mannequinDoggi;0.0000;0.0000;0.0000;0.0000;1.0000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;1
2;2022-12-02 11:21:00.0516;91;1fa330bbf233ebb78e12d89982981148;anonymous;0.0475;bca;1;mannequinDoggi;0.0000;0.0000;0.0000;0.0000;1.0000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;0
2;2022-12-02 11:21:00.0763;92;1fa330bbf233ebb78e12d89982981148;anonymous;0.0252;bca;1;mannequinDoggi;0.0000;0.0000;0.0000;0.0000;1.0000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;0
2;2022-12-02 11:21:00.1123;93;1fa330bbf233ebb78e12d89982981148;anonymous;0.0351;bca;1;mannequinDoggi;0.0000;0.0000;0.0000;0.0000;1.0000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;0
2;2022-12-02 11:21:00.1291;94;1fa330bbf233ebb78e12d89982981148;anonymous;0.0168;bca;1;mannequinDoggi;0.0000;0.0000;0.0000;0.0000;1.0000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;0
2;2022-12-02 11:21:00.1442;95;1fa330bbf233ebb78e12d89982981148;anonymous;0.0161;bca;1;mannequinDoggi;0.0000;0.0000;0.0000;0.0000;1.0000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;0
2;2022-12-02 11:21:00.1679;96;1fa330bbf233ebb78e12d89982981148;anonymous;0.0232;bca;1;mannequinDoggi;0.0000;0.0000;0.0000;0.0000;1.0000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;0
2;2022-12-02 11:21:00.1848;97;1fa330bbf233ebb78e12d89982981148;anonymous;0.0176;bca;1;mannequinDoggi;0.0000;0.0000;0.0000;0.0000;1.0000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;0
2;2022-12-02 11:21:00.2006;98;1fa330bbf233ebb78e12d89982981148;anonymous;0.0152;bca;1;mannequinDoggi;0.0000;0.0000;0.0000;0.0000;1.0000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;0
2;2022-12-02 11:21:00.2179;99;1fa330bbf233ebb78e12d89982981148;anonymous;0.0176;bca;1;mannequinDoggi;0.0000;0.0000;0.0000;0.0000;1.0000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;0
2;2022-12-02 11:21:00.2535;100;1fa330bbf233ebb78e12d89982981148;anonymous;0.0357;bca;1;mannequinDoggi;0.0000;0.0000;0.0000;0.0000;1.0000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;0
2;2022-12-02 11:21:00.2748;101;1fa330bbf233ebb78e12d89982981148;anonymous;0.0201;bca;1;mannequinDoggi;0.0000;0.0000;0.0000;0.0000;1.0000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;0
2;2022-12-02 11:21:00.2983;102;1fa330bbf233ebb78e12d89982981148;anonymous;0.0216;bca;1;mannequinDoggi;0.0000;0.0000;0.0000;0.0000;1.0000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;0
2;2022-12-02 11:21:00.3146;103;1fa330bbf233ebb78e12d89982981148;anonymous;0.0168;bca;1;mannequinDoggi;0.0000;0.0000;0.0000;0.0000;1.0000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;0
2;2022-12-02 11:21:00.3309;104;1fa330bbf233ebb78e12d89982981148;anonymous;0.0179;bca;1;mannequinDoggi;0.0000;0.0000;0.0000;0.0000;1.0000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;0
2;2022-12-02 11:21:00.3466;105;1fa330bbf233ebb78e12d89982981148;anonymous;0.0151;bca;1;mannequinDoggi;0.0000;0.0000;0.0000;0.0000;1.0000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;0
2;2022-12-02 11:21:00.3650;106;1fa330bbf233ebb78e12d89982981148;anonymous;0.0176;bca;1;mannequinDoggi;0.0000;0.0000;0.0000;0.0000;1.0000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;0
2;2022-12-02 11:21:00.3804;107;1fa330bbf233ebb78e12d89982981148;anonymous;0.0155;bca;1;mannequinDoggi;0.0000;0.0000;0.0000;0.0000;1.0000;0.1000;0;0;0;0;0;0;0;0;0;0;0; ; ;0;0;0;0
